id_str,username,text,date,user_language,URLs,user_id,followers_count,friends_count,user_location,source_device,retweet_count,reply_count,like_count,text_clean,spotify_URLs
1265785292956426242,martymuke,Lost In Space  music https://t.co/PnK2GvuPgG  #music  #Spotify  #Billboard  #ItsAboutTime  #ITZY https://t.co/voMJg8oUVl,2020-05-27 23:21:45+00:00,en,['https://open.spotify.com/track/1fqk2aDybAAt4huA4XTCyB?si=EW0HogH4RSORtyPS8aNHGg'],1533070518,10325,11399,Christchurch New Zealand,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,3,lost in space music music spotify billboard itsabouttime itzy ,['https://open.spotify.com/track/1fqk2aDybAAt4huA4XTCyB?si=EW0HogH4RSORtyPS8aNHGg']
1261757062062710785,mrburnthouse,"Here’s my new song for you… Icy by DJ Phonon #billboard @billboard
#pop #alternative @officialcharts #icy #newmusicFriday #coronavirus
@spotify @applemusic @TIDAL
https://t.co/bm8X7Wcx5x",2020-05-16 20:35:00+00:00,en,['https://open.spotify.com/track/6HOD53C1zEZrXzCoi2pieg?si=MTgu-MfqQkaOcJ9WlPnEEg'],842388506022424580,6385,1355,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,0,heres my new song for you icy by dj phonon billboard billboard pop alternative officialcharts icy newmusicfriday coronavirus spotify applemusic tidal ,['https://open.spotify.com/track/6HOD53C1zEZrXzCoi2pieg?si=MTgu-MfqQkaOcJ9WlPnEEg']
1261486249761742849,eganmusic2023,"Attention #House Lovers!
This Track Is For You!

#music #newmusic #housemusic #chart #billboard 

https://t.co/NRGsDJCEhZ",2020-05-16 02:38:53+00:00,en,['https://open.spotify.com/track/7iA8RkCrhxuMFgakQiytUa?si=AtwI4SFwSl6bNhia-XFBfQ'],1140364642381959169,1057,2147,he/him • 20 y/o • single • ,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,2,attention house lovers this track is for you music newmusic housemusic chart billboard ,['https://open.spotify.com/track/7iA8RkCrhxuMFgakQiytUa?si=AtwI4SFwSl6bNhia-XFBfQ']
1258619697765011462,yurylopez30,"#billboard  Spring Day de BTS
https://t.co/2oZrSVmwS8",2020-05-08 04:48:14+00:00,en,['https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW?si=jh_f0S-SRPaUK7bzYq24MQ'],899346880798306305,85,353,Chile,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,0,billboard spring day de bts ,['https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW?si=jh_f0S-SRPaUK7bzYq24MQ']
1258229753787670528,EverybodyWorkin,RT RT Glad @spotify is back up now stream my single #Twimc https://t.co/XkB1iwVi6x #billboard #heatseeker #newsingle #listentothis #LGTWO #blackettmusic #thursdayvibes #Everybodyworkin #hiphop #music @BlackettMusic @music_legion,2020-05-07 02:58:44+00:00,en,['https://open.spotify.com/track/1ageFtM4VcYQ7e21AxOlrV?si=KE3_uvpcT9yAZKUP-wPekQ'],183722570,3529,3631,"North Carolina, USA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,0,11,rt rt glad spotify is back up now stream my single twimc billboard heatseeker newsingle listentothis lgtwo blackettmusic thursdayvibes everybodyworkin hiphop music blackettmusic music_legion,['https://open.spotify.com/track/1ageFtM4VcYQ7e21AxOlrV?si=KE3_uvpcT9yAZKUP-wPekQ']
1257812391439589376,mariocavagnaro,#nuShooz is an american freestyle/R&amp;B #1986 hot 100 #billboard  https://t.co/kcmHpSMG3o,2020-05-05 23:20:17+00:00,en,['https://open.spotify.com/track/5yTQcnZOHdtfAoEfhLIZzM?si=8odM1xfUTpONiqyVklNInQ'],932960539,1327,4940,Lima Peru.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,0,nushooz is an american freestylerampb 1986 hot 100 billboard ,['https://open.spotify.com/track/5yTQcnZOHdtfAoEfhLIZzM?si=8odM1xfUTpONiqyVklNInQ']
1253774426736295936,UnWrittens_wrld,"The wait is over!!! New single (Da Vision) out now on all platforms. https://t.co/b2fttX2gwu
#newrelease #billboard #ovo #dreamville #bar #ukrappers #dmvrappers #spotify #upandcoming
#explorepage #unitedmasters #BarsOverbullshit #Vision #unsignedartists #vvs #mmg #lookatmenow #me https://t.co/IxALvwOLFT",2020-04-24 19:54:51+00:00,en,['https://open.spotify.com/track/4UCkXFsJ4wkz4bUB0QA9Zr?si=jcTHlBMbTQ2qvyDcLHkgOg'],1151864798482747392,16,31,"Phoenix, AZ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,0,the wait is over new single da vision out now on all platforms newrelease billboard ovo dreamville bar ukrappers dmvrappers spotify upandcoming explorepage unitedmasters barsoverbullshit vision unsignedartists vvs mmg lookatmenow me ,['https://open.spotify.com/track/4UCkXFsJ4wkz4bUB0QA9Zr?si=jcTHlBMbTQ2qvyDcLHkgOg']
1253287198377435138,from_sho_ron_po,"I Like It
#向井太一
#ゴスペラーズ
#村上てつや
#billboard
#StayHome
#playList

https://t.co/HMgsyUDvTb",2020-04-23 11:38:47+00:00,en,['https://open.spotify.com/track/76cF7vPduhB3U1TOmVi1yG?si=RqEI_SCcT9el049aGZWgrA'],793081325875900416,87,221,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,0,i like it 向井太一 ゴスペラーズ 村上てつや billboard stayhome playlist ,['https://open.spotify.com/track/76cF7vPduhB3U1TOmVi1yG?si=RqEI_SCcT9el049aGZWgrA']
1252913656557236226,luvpengsoo,"Spotify https://t.co/5m2lqvsX3T

#펭수 #pengsoo #ペンス #펭수덕질 #우주대스타펭수 #자이언트펭tv #빌보드 #billboard #펭수로하겠습니다 #thisispengsoo",2020-04-22 10:54:28+00:00,en,['https://open.spotify.com/track/3al49T4uo0nQjJRmGF5sY0?si=NLJ8dK_ESb-YpWi9L11Fug'],1185820339835588608,193,93,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,1,spotify 펭수 pengsoo ペンス 펭수덕질 우주대스타펭수 자이언트펭tv 빌보드 billboard 펭수로하겠습니다 thisispengsoo,['https://open.spotify.com/track/3al49T4uo0nQjJRmGF5sY0?si=NLJ8dK_ESb-YpWi9L11Fug']
1252667759676145665,TheNuggetKing,The taste is quite herbaceous! #fernet #branca #caramel #cinnamon #caraway #cardamom #digestif #Bordeaux #Italy #Argentina #petaluma #SanFrancisco #bartenderslife #bartender #Server #serverlife #France #Australia #Billboard #Germany #SPOTIFYPLAYLIST  https://t.co/0fACPWg2V4,2020-04-21 18:37:22+00:00,en,['https://open.spotify.com/track/5o7evRbTlq8FBxBHeOLyBn?si=79nqHJ_VSPGECqtMba69AQ'],470912976,88,145,"Petaluma, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,1,the taste is quite herbaceous fernet branca caramel cinnamon caraway cardamom digestif bordeaux italy argentina petaluma sanfrancisco bartenderslife bartender server serverlife france australia billboard germany spotifyplaylist ,['https://open.spotify.com/track/5o7evRbTlq8FBxBHeOLyBn?si=79nqHJ_VSPGECqtMba69AQ']
1251396039992659975,JroddyWilson,"Down For You by Rowdy Productionz, Ralph Foreign https://t.co/vFRz4UUCyB #NowPlaying  #1 #BILLBOARD #NEWMUSIC #RT",2020-04-18 06:24:00+00:00,en,['https://open.spotify.com/track/0JYPGobfe6YU7LHTsENOfX?si=BQ1eIpv7RyuWl-FnKM8xNw'],509308864,5712,6290,"Memphis, TN","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,0,down for you by rowdy productionz ralph foreign nowplaying 1 billboard newmusic rt,['https://open.spotify.com/track/0JYPGobfe6YU7LHTsENOfX?si=BQ1eIpv7RyuWl-FnKM8xNw']
1248060735558737927,thekingofgy,"new 🔥 
for the ladies #StripperChallenge 💃💯
https://t.co/Y1e1jm4gcy 
#Spotify #NewMusicAlert #Billboard #Challenge",2020-04-09 01:30:41+00:00,en,['https://open.spotify.com/track/0kwTza7Pvby0JxFvZc8wBV'],1694317837,112,43,Guyana,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,1,2,new for the ladies stripperchallenge spotify newmusicalert billboard challenge,['https://open.spotify.com/track/0kwTza7Pvby0JxFvZc8wBV']
1246245376379760640,MetalMachine_1,"#TeamPixel #OkGoogle #HeyGoogle #GooglePhotos #MadeByGoogle

#GoogleAssistant #FlagShip #Bands

#PixelMusic #Pixel #Pixel2XL #Spotify

#NowPlaying #Songs #Musician #Music

#UMich #GoBlue #UMSocial #BillBoard

#Michigan #INeedAPixel4XlOhSoOrange

 Rise 
https://t.co/SHCZFvvsGY",2020-04-04 01:17:06+00:00,en,['https://open.spotify.com/track/0bQbTdcc4SQEkkDSC3CWWr?si=ZcMPVH2BS9ueXPTxphKaGA'],19464588,90,557,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,0,teampixel okgoogle heygoogle googlephotos madebygoogle googleassistant flagship bands pixelmusic pixel pixel2xl spotify nowplaying songs musician music umich goblue umsocial billboard michigan ineedapixel4xlohsoorange rise ,['https://open.spotify.com/track/0bQbTdcc4SQEkkDSC3CWWr?si=ZcMPVH2BS9ueXPTxphKaGA']
1245171133491449856,lgirlsshop,NEW EDM. Billboard Charts #Top40 #Billboard #Hot100 @billboarddance #NewMusic #Edm #edmWorld #Rave #NewMusic #Top40 #QuarantineMix #ElectronicMusic #EDMLife #Ravelife Stream here! https://t.co/jwC2dak0ka https://t.co/BQKLvOQJ42,2020-04-01 02:08:27+00:00,en,['http://shorturl.at/Yeg05'],726111150690045952,225,193,"Los Angeles, CA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,0,new edm billboard charts top40 billboard hot100 billboarddance newmusic edm edmworld rave newmusic top40 quarantinemix electronicmusic edmlife ravelife stream here ,[]
1244904766578155520,UMusicIndia,"A song that reminds you of 🌴 🏖️🏊🏼

@LilMosey's new video for #BlueberryFaygo is super 🆒

Check it out on @spotifyindia : https://t.co/KCrxDvYjk4

#LilMosey #TuesdayTunes #NewMusic #ListenNow #OutNow #OnLoop #Billboard https://t.co/kv7IjCrdos",2020-03-31 08:30:00+00:00,en,['https://bit.ly/BlueberryFaygoOnSpotify'],63679099,38514,293,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2,0,3,a song that reminds you of lilmoseys new video for blueberryfaygo is super check it out on spotifyindia lilmosey tuesdaytunes newmusic listennow outnow onloop billboard ,[]
1244663052881948672,LightOrgan,"@hotelmiramusic have officially moved up to #7 on the Billboard Modern Rock chart 🙌 

Go listen to 'This Could Be It For Me' now!! ↩️
https://t.co/3fPtN2wjFu

#LightOrganRecords #HotelMira #Billboard #ModernRock #TopTen #Indie https://t.co/PTW3LG0czX",2020-03-30 16:29:31+00:00,en,['http://open.spotify.com/track/1Pvreye37WABxYoSW6LpsA'],205486789,3971,740,"Vancouver, BC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,2,hotelmiramusic have officially moved up to 7 on the billboard modern rock chart go listen to this could be it for me now lightorganrecords hotelmira billboard modernrock topten indie ,[]
1234856285272715265,WassupFred,"If you feel like WINNING 🥉 today, Here’s a song for you… The Win by Fredstar #HipTrap #Win #Startyourday #Spotify #SpotifyMusic #Artist #Producer #Billboard #MduceMusic #Art #RealRap #SuperTuesday #HipHopBootCamp #TuesdayMotivation
https://t.co/jEaUUuwSYQ",2020-03-03 15:00:55+00:00,en,['https://open.spotify.com/track/2yhDmmsiWD7pf0P2YcntGR?si=IloHOhXjRgGHYIyy5SfZuQ'],28829423,29801,33585,USA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,0,1,if you feel like winning today heres a song for you the win by fredstar hiptrap win startyourday spotify spotifymusic artist producer billboard mducemusic art realrap supertuesday hiphopbootcamp tuesdaymotivation ,['https://open.spotify.com/track/2yhDmmsiWD7pf0P2YcntGR?si=IloHOhXjRgGHYIyy5SfZuQ']
1234662251275014153,NamanVerma,"Even if you're single since birth &amp; your ex doesn't exist, this song can make you remember &amp; make you feel miss her so bad.♥️ #NowListening

♥️ #Chhattisgarh #Raipur #Spotify @SpotifyIndia #NowPlaying ♥️

Somebody's Me by @EnriqueIglesias https://t.co/1FQPduycJR #BillBoard",2020-03-03 02:09:54+00:00,en,['https://open.spotify.com/track/6S18su3fmCpLzBsJCQWovx?si=jhCQCVPmSy2HM28JVYgxvQ'],878792628,381,115,"Durg, Chhattisgarh, India 🇮🇳","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,1,1,even if youre single since birth amp your ex doesnt exist this song can make you remember amp make you feel miss her so bad nowlistening chhattisgarh raipur spotify spotifyindia nowplaying somebodys me by enriqueiglesias billboard,['https://open.spotify.com/track/6S18su3fmCpLzBsJCQWovx?si=jhCQCVPmSy2HM28JVYgxvQ']
1232496311535992832,shmamtheman,Hey Lizzbians! Can we try and get Like a Girl to number 1? It really deserves to be on the top of the chart gash damn! Anyways please stream/buy Like a Girl pLeAsE! #likeagirl #lizzo #hot100 #Lizzbians  #billboard #itswhatshedeserves #transrights https://t.co/AHfya0Xazg,2020-02-26 02:43:14+00:00,en,['https://open.spotify.com/track/1Dd22oMwd0OlMYqRXGdObE?si=xrE3rgjDQDGVUM4noSHrfg'],2701182023,271,444,"Halifax, Nova Scotia","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,2,hey lizzbians can we try and get like a girl to number 1 it really deserves to be on the top of the chart gash damn anyways please streambuy like a girl please likeagirl lizzo hot100 lizzbians billboard itswhatshedeserves transrights ,['https://open.spotify.com/track/1Dd22oMwd0OlMYqRXGdObE?si=xrE3rgjDQDGVUM4noSHrfg']
1232366089117499393,DjRuss09,#TuesdayMotivation check it out https://t.co/izJNt6BNER #NewReleases2020 #BayArea #allplatforms #Alaska #Fresno #ArtistOnTwitter #BHFYP #creem #bossip #Bridgeport #djmag #entertainmentweekly #fader #musicweek #FatTuesday #Alaska #Billboard #complex #DTLA #hiphopconnection #mixmag,2020-02-25 18:05:46+00:00,en,['https://open.spotify.com/track/2ThJHh6FzfoNGYRMZqUU8j?si=fB93QOJyRB2RJwpmDjLpRg'],229233644,897,725,"Pennsylvania, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,0,2,tuesdaymotivation check it out newreleases2020 bayarea allplatforms alaska fresno artistontwitter bhfyp creem bossip bridgeport djmag entertainmentweekly fader musicweek fattuesday alaska billboard complex dtla hiphopconnection mixmag,['https://open.spotify.com/track/2ThJHh6FzfoNGYRMZqUU8j?si=fB93QOJyRB2RJwpmDjLpRg']
