id_str,username,text,date,user_language,URLs,user_id,followers_count,friends_count,user_location,source_device,retweet_count,reply_count,like_count,text_clean
1476645342267457542,IndieArtistz,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens.

https://t.co/3sxPDcgxUJ

#pop #popmusic",2021-12-30 20:04:18+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],196996976,51096,42528,,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,0,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens



pop popmusic"
1476503161787633668,IndieArtistz,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens. 
 
https://t.co/3sxPDcgxUJ

#popmusic #pop https://t.co/fiHweqMFFf",2021-12-30 10:39:20+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],196996976,51096,42528,,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,0,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens 
 


popmusic pop "
1476446261368741888,ArtistsandMusic,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens.     
 
https://t.co/XLkfJjD6lU

#popmusic #pop https://t.co/PvnnyeLbp2",2021-12-30 06:53:14+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],31327090,231836,229818,United States,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,2,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens     
 


popmusic pop "
1476282968297689089,ArtistsandMusic,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens. 
 
https://t.co/XLkfJjD6lU

#popmusic #pop https://t.co/Zgv5hYwjhh",2021-12-29 20:04:22+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],31327090,231836,229818,United States,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,0,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens 
 


popmusic pop "
1475983745354244096,imusicbuzz,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens. 
 
https://t.co/u238vuItuU

#popmusic #pop https://t.co/dJYh7v6k8s",2021-12-29 00:15:22+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],420875454,200552,187471,"Great Sounds City, LA","<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,1,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens 
 


popmusic pop "
1475897974727139335,ishaannigamofcl,"Thank you for 4.5k+ streams @Spotify on O CHAAND(REPRISE) within a week of its release❤️
https://t.co/fSCLzBh51X
#IshaanNigam
@spotifyindia @spotifyartists 
#Spotify #Spotifyplaylist #popmusic #ArtistOnTwitter #indieartists #IndieMusic",2021-12-28 18:34:32+00:00,en,['https://open.spotify.com/track/4WAsv01xtYtBH8PmqEugPQ?si=0cE150SBQ1OSOWKc_5B2QQ'],1143463142980124672,65,21,Mumbai,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,0,"thank you for 45k streams spotify on o chaandreprise within a week of its release

ishaannigam
spotifyindia spotifyartists 
spotify spotifyplaylist popmusic artistontwitter indieartists indiemusic"
1474768232276021252,MySocialPoint,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens.     
 
https://t.co/xLbawO8mi6

#popmusic #pop https://t.co/H9o9kAg7er",2021-12-25 15:45:21+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],54529748,49940,37616,USA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,1,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens     
 


popmusic pop "
1474632330836955136,imusicbuzz,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens. 
 
https://t.co/u238vuItuU

#popmusic #pop https://t.co/aN151gjNGS",2021-12-25 06:45:19+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],420875454,200552,187471,"Great Sounds City, LA","<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,2,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens 
 


popmusic pop "
1474584755270262786,ArtistsandMusic,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens.
 
https://t.co/XLkfJjD6lU
 
#pop #popmusic",2021-12-25 03:36:16+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],31327090,231836,229818,United States,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,0,1,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens
 

 
pop popmusic"
1474534181401202700,imusicbuzz,"""We're on Fire"" the new single release from New York City's soulful pop singing sensation Tatiana Owens.
 
https://t.co/u238vuItuU
 
#pop #popmusic",2021-12-25 00:15:19+00:00,en,['https://open.spotify.com/track/4LiMpfZuz8ugtCkpvMfSWF'],420875454,200552,187471,"Great Sounds City, LA","<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",0,1,3,"were on fire the new single release from new york citys soulful pop singing sensation tatiana owens
 

 
pop popmusic"
